locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_00362	CDS	1200	fprA1_2	1.6.3.4	COG0426	Flavo-diiron protein FprA1
BHOONDMH_00363	CDS	1908	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
BHOONDMH_00364	CDS	1872	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
BHOONDMH_00365	CDS	1413	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
BHOONDMH_00366	CDS	834	licT_1		COG3711	Transcription antiterminator LicT
BHOONDMH_00367	CDS	1944				hypothetical protein
BHOONDMH_00368	CDS	1236				hypothetical protein
BHOONDMH_00369	CDS	2112				hypothetical protein
BHOONDMH_00370	CDS	1794		4.2.1.53	COG4716	Oleate hydratase
BHOONDMH_00371	CDS	570				hypothetical protein
BHOONDMH_00372	CDS	1356	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BHOONDMH_00373	CDS	459				hypothetical protein
BHOONDMH_00374	CDS	1884	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
BHOONDMH_00375	CDS	753	yfcA		COG0730	putative membrane transporter protein YfcA
BHOONDMH_00376	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BHOONDMH_00377	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
BHOONDMH_00378	CDS	654	ribE	2.5.1.9	COG0307	Riboflavin synthase
BHOONDMH_00379	CDS	1095	ribD		COG0117	Riboflavin biosynthesis protein RibD
BHOONDMH_00380	CDS	1437	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BHOONDMH_00381	CDS	894	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BHOONDMH_00382	CDS	2646	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
BHOONDMH_00383	CDS	120				hypothetical protein
BHOONDMH_00384	CDS	405				hypothetical protein
BHOONDMH_00385	CDS	1083				hypothetical protein
BHOONDMH_00386	CDS	1407	gerBA_2			Spore germination protein B1
BHOONDMH_00387	CDS	1095	gerBC			Spore germination protein B3
BHOONDMH_00388	CDS	1242	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
BHOONDMH_00389	CDS	1500	purH		COG0138	Bifunctional purine biosynthesis protein PurH
BHOONDMH_00390	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BHOONDMH_00391	CDS	996	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BHOONDMH_00392	CDS	1449	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BHOONDMH_00393	CDS	705	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BHOONDMH_00394	CDS	480	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BHOONDMH_00395	CDS	2556				hypothetical protein
BHOONDMH_00396	CDS	1218	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BHOONDMH_00397	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
BHOONDMH_00398	CDS	3018	ygfK		COG0493	Putative oxidoreductase YgfK
BHOONDMH_00399	CDS	1197	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
BHOONDMH_00400	CDS	1374	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
BHOONDMH_00401	CDS	1374	uacT_1		COG2233	Uric acid transporter UacT
BHOONDMH_00402	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
BHOONDMH_00403	CDS	1764	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
BHOONDMH_00404	CDS	738				hypothetical protein
BHOONDMH_00405	CDS	606	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
BHOONDMH_00406	CDS	849				hypothetical protein
BHOONDMH_00407	CDS	810				hypothetical protein
BHOONDMH_00408	CDS	546				hypothetical protein
BHOONDMH_00409	CDS	969			COG0609	putative ABC transporter permease protein
BHOONDMH_00410	CDS	795			COG1120	putative ABC transporter ATP-binding protein
BHOONDMH_00411	CDS	1059			COG0614	putative protein
BHOONDMH_00412	CDS	333				hypothetical protein
BHOONDMH_00413	CDS	573				hypothetical protein
BHOONDMH_00414	CDS	546				hypothetical protein
BHOONDMH_00415	CDS	108				hypothetical protein
BHOONDMH_00416	CDS	1443	adeQ_1		COG2252	Adenine permease AdeQ
BHOONDMH_00417	CDS	345	alsT_3		COG1115	Amino-acid carrier protein AlsT
BHOONDMH_00418	CDS	888			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
BHOONDMH_00419	CDS	1167	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
BHOONDMH_00420	CDS	1911	acoR_1		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
BHOONDMH_00421	CDS	657				hypothetical protein
BHOONDMH_00422	CDS	1404				hypothetical protein
BHOONDMH_00423	CDS	681				hypothetical protein
BHOONDMH_00424	CDS	702				hypothetical protein
BHOONDMH_00425	CDS	1698				hypothetical protein
BHOONDMH_00426	CDS	1470				hypothetical protein
BHOONDMH_00427	CDS	1416				hypothetical protein
BHOONDMH_00428	CDS	1830				hypothetical protein
BHOONDMH_00429	CDS	888				hypothetical protein
BHOONDMH_00430	CDS	2187	fcl	1.1.1.271		GDP-L-fucose synthase
BHOONDMH_00431	CDS	1278	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
BHOONDMH_00432	CDS	1320	yclM	2.7.2.4	COG0527	Aspartokinase 3
BHOONDMH_00433	CDS	888	thrB	2.7.1.39	COG0083	Homoserine kinase
BHOONDMH_00434	CDS	1482	thrC	4.2.3.1	COG0498	Threonine synthase
BHOONDMH_00435	CDS	2964				hypothetical protein
BHOONDMH_00436	CDS	1380				hypothetical protein
BHOONDMH_00437	CDS	2115				hypothetical protein
BHOONDMH_00438	CDS	1377	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
BHOONDMH_00439	CDS	681	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
BHOONDMH_00440	CDS	603				hypothetical protein
BHOONDMH_00441	CDS	630				hypothetical protein
BHOONDMH_00442	CDS	1584				hypothetical protein
BHOONDMH_00443	CDS	1146	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
BHOONDMH_00444	CDS	996	lplJ_1	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
BHOONDMH_00445	CDS	1392	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BHOONDMH_00446	CDS	1311	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BHOONDMH_00447	CDS	996				hypothetical protein
BHOONDMH_00448	CDS	972	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
BHOONDMH_00449	CDS	984	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
BHOONDMH_00450	CDS	366				hypothetical protein
BHOONDMH_00451	CDS	1953	acoR_2		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
BHOONDMH_00452	CDS	1488				hypothetical protein
BHOONDMH_00453	CDS	573				hypothetical protein
BHOONDMH_00454	CDS	327				hypothetical protein
BHOONDMH_00455	CDS	858				hypothetical protein
BHOONDMH_00456	CDS	417				hypothetical protein
BHOONDMH_00457	CDS	2379	metH_1	2.1.1.13	COG0646	Methionine synthase
BHOONDMH_00458	CDS	681				hypothetical protein
BHOONDMH_00459	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
BHOONDMH_00460	CDS	3648				hypothetical protein
BHOONDMH_00461	CDS	180				hypothetical protein
BHOONDMH_00462	CDS	540				hypothetical protein
BHOONDMH_00463	CDS	732				hypothetical protein
BHOONDMH_00464	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
BHOONDMH_00465	CDS	861	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
BHOONDMH_00466	CDS	915				hypothetical protein
BHOONDMH_00467	CDS	138				hypothetical protein
BHOONDMH_00468	CDS	1227				L-lactate transporter
BHOONDMH_00469	CDS	693	walR_2		COG0745	Transcriptional regulatory protein WalR
BHOONDMH_00470	CDS	2106	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_00471	CDS	456	csxB			Exosporium protein B
BHOONDMH_00472	CDS	1353				hypothetical protein
BHOONDMH_00473	CDS	333			COG0327	GTP cyclohydrolase 1 type 2 
BHOONDMH_00474	CDS	624	ytaF			putative sporulation protein YtaF
BHOONDMH_00475	CDS	792	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
BHOONDMH_00476	CDS	1659	glcB_1		COG2190	PTS system glucoside-specific EIICBA component
BHOONDMH_00477	CDS	1665	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
BHOONDMH_00478	CDS	948	glcK	2.7.1.2	COG1940	Glucokinase
BHOONDMH_00479	CDS	1002	malR		COG1609	HTH-type transcriptional regulator MalR
BHOONDMH_00480	CDS	1725	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BHOONDMH_00481	CDS	1461		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_00482	CDS	990	rhaR_2			HTH-type transcriptional activator RhaR
BHOONDMH_00483	CDS	456				hypothetical protein
BHOONDMH_00484	CDS	816				hypothetical protein
BHOONDMH_00485	CDS	3294				hypothetical protein
BHOONDMH_00486	CDS	1350	mepA_5			Multidrug export protein MepA
BHOONDMH_00487	CDS	579	betI_1			HTH-type transcriptional regulator BetI
BHOONDMH_00488	CDS	369				hypothetical protein
BHOONDMH_00489	CDS	609				hypothetical protein
BHOONDMH_00490	CDS	651				hypothetical protein
BHOONDMH_00491	CDS	1419	arcD		COG0531	Arginine/ornithine antiporter
BHOONDMH_00492	CDS	1227	arcA_1	3.5.3.6		Arginine deiminase
BHOONDMH_00493	CDS	1377	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_00494	CDS	660	saeR_1		COG0745	Response regulator SaeR
BHOONDMH_00495	CDS	744				hypothetical protein
BHOONDMH_00496	CDS	732				hypothetical protein
BHOONDMH_00497	CDS	717	bcrA_1			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_00498	CDS	1257				hypothetical protein
BHOONDMH_00499	CDS	1701	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
BHOONDMH_00500	CDS	1251				hypothetical protein
BHOONDMH_00501	CDS	891	cysL_1		COG0583	HTH-type transcriptional regulator CysL
BHOONDMH_00502	CDS	528				hypothetical protein
BHOONDMH_00503	CDS	222				hypothetical protein
BHOONDMH_00504	CDS	696				hypothetical protein
BHOONDMH_00505	CDS	333	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
BHOONDMH_00506	CDS	333	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
BHOONDMH_00507	CDS	762	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BHOONDMH_00508	CDS	1065	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BHOONDMH_00509	CDS	729	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BHOONDMH_00510	CDS	606	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BHOONDMH_00511	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
BHOONDMH_00512	CDS	1305	hisD	1.1.1.23		Histidinol dehydrogenase
BHOONDMH_00513	CDS	648	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BHOONDMH_00514	CDS	1269	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
BHOONDMH_00515	CDS	912	rbsK	2.7.1.15	COG0524	Ribokinase
BHOONDMH_00516	CDS	639	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
BHOONDMH_00517	CDS	939	deoR		COG2390	Deoxyribonucleoside regulator
BHOONDMH_00518	CDS	408				hypothetical protein
BHOONDMH_00519	CDS	753				hypothetical protein
BHOONDMH_00520	CDS	945				hypothetical protein
BHOONDMH_00521	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BHOONDMH_00522	CDS	591	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BHOONDMH_00523	CDS	717	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
BHOONDMH_00524	CDS	432				hypothetical protein
BHOONDMH_00525	CDS	762	fldI_1	3.6.1.-		(R)-phenyllactate dehydratase activator
BHOONDMH_00526	CDS	1002				hypothetical protein
BHOONDMH_00527	CDS	945				hypothetical protein
BHOONDMH_00528	CDS	723				hypothetical protein
BHOONDMH_00529	CDS	2598	malT			HTH-type transcriptional regulator MalT
BHOONDMH_00530	CDS	990				hypothetical protein
BHOONDMH_00531	CDS	744				hypothetical protein
BHOONDMH_00532	CDS	939	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BHOONDMH_00533	CDS	750	yeiL		COG0664	Regulatory protein YeiL
BHOONDMH_00534	CDS	426				hypothetical protein
BHOONDMH_00535	CDS	441				hypothetical protein
BHOONDMH_00536	CDS	492				hypothetical protein
BHOONDMH_00537	CDS	1905	bceB_1		COG0577	Bacitracin export permease protein BceB
BHOONDMH_00538	CDS	768	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_00539	CDS	1539	flp_1			Protein flp
BHOONDMH_00540	CDS	1035	graS_1	2.7.13.3		Sensor histidine kinase GraS
BHOONDMH_00541	CDS	675	graR_1		COG0745	Response regulator protein GraR
BHOONDMH_00542	CDS	2637		7.2.2.10	COG0474	Calcium-transporting ATPase
BHOONDMH_00543	CDS	951				hypothetical protein
BHOONDMH_00544	CDS	408				hypothetical protein
BHOONDMH_00545	CDS	1734	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BHOONDMH_00546	CDS	1746		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_00547	CDS	972	rhaR_3			HTH-type transcriptional activator RhaR
BHOONDMH_00548	CDS	192				hypothetical protein
BHOONDMH_00549	CDS	360	mntR_1		COG1321	Transcriptional regulator MntR
BHOONDMH_00550	CDS	312				hypothetical protein
BHOONDMH_00551	CDS	381				hypothetical protein
BHOONDMH_00552	CDS	1113				hypothetical protein
BHOONDMH_00553	CDS	828				hypothetical protein
BHOONDMH_00554	CDS	582	ypdB_1		COG3279	Transcriptional regulatory protein YpdB
BHOONDMH_00555	CDS	756	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_00556	CDS	2097				hypothetical protein
BHOONDMH_00557	CDS	831				hypothetical protein
BHOONDMH_00558	CDS	1209				hypothetical protein
BHOONDMH_00559	CDS	1188	rhaR_4			HTH-type transcriptional activator RhaR
BHOONDMH_00560	CDS	471	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
BHOONDMH_00561	CDS	366				hypothetical protein
BHOONDMH_00562	CDS	123				hypothetical protein
BHOONDMH_00563	CDS	354	hxlR		COG1733	HTH-type transcriptional activator HxlR
BHOONDMH_00564	CDS	543				hypothetical protein
BHOONDMH_00565	CDS	468				hypothetical protein
BHOONDMH_00566	CDS	2073	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
BHOONDMH_00567	CDS	195				hypothetical protein
BHOONDMH_00568	CDS	348	yhjQ		COG1145	putative cysteine-rich protein YhjQ
BHOONDMH_00569	CDS	2061				hypothetical protein
BHOONDMH_00570	CDS	294				hypothetical protein
BHOONDMH_00571	CDS	948				hypothetical protein
BHOONDMH_00572	CDS	489				hypothetical protein
BHOONDMH_00573	CDS	711	lutR_1		COG2186	HTH-type transcriptional regulator LutR
BHOONDMH_00574	CDS	957	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
BHOONDMH_00575	CDS	1362	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BHOONDMH_00576	CDS	843	araQ		COG0395	L-arabinose transport system permease protein AraQ
BHOONDMH_00577	CDS	894	lacF			Lactose transport system permease protein LacF
BHOONDMH_00578	CDS	1098	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
BHOONDMH_00579	CDS	552				hypothetical protein
BHOONDMH_00580	CDS	624	betI_2			HTH-type transcriptional regulator BetI
BHOONDMH_00581	CDS	2214				hypothetical protein
BHOONDMH_00582	CDS	699	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
BHOONDMH_00583	CDS	492	proX		COG3760	Prolyl-tRNA editing protein ProX
BHOONDMH_00584	CDS	1137				hypothetical protein
BHOONDMH_00585	CDS	1908	mutS_1			DNA mismatch repair protein MutS
BHOONDMH_00586	CDS	1860	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
BHOONDMH_00587	CDS	903	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
BHOONDMH_00588	CDS	546	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
BHOONDMH_00589	CDS	1023	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
BHOONDMH_00590	CDS	1020		1.-.-.-		NADH oxidase
BHOONDMH_00591	CDS	582				hypothetical protein
BHOONDMH_00592	CDS	819				hypothetical protein
BHOONDMH_00593	CDS	657	metI		COG2011	D-methionine transport system permease protein MetI
BHOONDMH_00594	CDS	963	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_00595	CDS	1071	hemE_1	4.1.1.37		Uroporphyrinogen decarboxylase
BHOONDMH_00596	CDS	1023	hemE_2	4.1.1.37		Uroporphyrinogen decarboxylase
BHOONDMH_00597	CDS	663	metH_2	2.1.1.13	COG0646	Methionine synthase
BHOONDMH_00598	CDS	873	hemE_3	4.1.1.37		Uroporphyrinogen decarboxylase
BHOONDMH_00599	CDS	930	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
BHOONDMH_00600	CDS	1725	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
BHOONDMH_00601	CDS	1398				hypothetical protein
BHOONDMH_00602	CDS	1053	hemE_4	4.1.1.37		Uroporphyrinogen decarboxylase
BHOONDMH_00603	CDS	156				hypothetical protein
BHOONDMH_00604	CDS	921				hypothetical protein
BHOONDMH_00605	CDS	570				hypothetical protein
BHOONDMH_00606	CDS	660	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
BHOONDMH_00607	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
BHOONDMH_00608	CDS	816	modA		COG0725	Molybdate-binding protein ModA
BHOONDMH_00609	CDS	546				hypothetical protein
BHOONDMH_00610	CDS	1143	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
BHOONDMH_00611	CDS	762	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BHOONDMH_00612	CDS	1344	uraA		COG2233	Uracil permease
BHOONDMH_00613	CDS	537	pyrR_2		COG2065	Bifunctional protein PyrR
BHOONDMH_00614	CDS	918	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BHOONDMH_00615	CDS	444	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
BHOONDMH_00616	CDS	624	dksA			RNA polymerase-binding transcription factor DksA
BHOONDMH_00617	CDS	1329	aroA_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
BHOONDMH_00618	CDS	804	aroA_2		COG1605	Protein AroA(G)
BHOONDMH_00619	CDS	693	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BHOONDMH_00620	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BHOONDMH_00621	CDS	660	gpsB			Cell cycle protein GpsB
BHOONDMH_00622	CDS	771				hypothetical protein
BHOONDMH_00623	CDS	276				hypothetical protein
BHOONDMH_00624	CDS	459	sepF		COG1799	Cell division protein SepF
BHOONDMH_00625	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
BHOONDMH_00626	CDS	732				hypothetical protein
BHOONDMH_00627	CDS	351				hypothetical protein
BHOONDMH_00628	CDS	714				hypothetical protein
BHOONDMH_00629	CDS	771	divIB			Cell division protein DivIB
BHOONDMH_00630	CDS	1113	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
BHOONDMH_00631	CDS	954	mraY_1	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
BHOONDMH_00632	CDS	1389	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BHOONDMH_00633	CDS	1449	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
BHOONDMH_00634	CDS	2181	spoVD_2		COG0768	Stage V sporulation protein D
BHOONDMH_00635	CDS	504	ftsL			Cell division protein FtsL
BHOONDMH_00636	CDS	930	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
BHOONDMH_00637	CDS	429	mraZ			Transcriptional regulator MraZ
BHOONDMH_00638	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
BHOONDMH_00639	CDS	639				hypothetical protein
BHOONDMH_00640	CDS	927				hypothetical protein
BHOONDMH_00641	CDS	915	nadA	2.5.1.72	COG0379	Quinolinate synthase A
BHOONDMH_00642	CDS	1302	nadB	1.4.3.16	COG0029	L-aspartate oxidase
BHOONDMH_00643	CDS	837	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
BHOONDMH_00644	CDS	1740	nprM_1	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00645	CDS	1743	nprM_2	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00646	CDS	1785	nprM_3	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00647	CDS	1779	nprM_4	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00648	CDS	1767	npr	3.4.24.27		Thermolysin
BHOONDMH_00649	CDS	1779	nprM_5	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00650	CDS	1722	nprM_6	3.4.24.28	COG3227	Bacillolysin
BHOONDMH_00651	CDS	666				hypothetical protein
BHOONDMH_00652	CDS	2319	lon_1	3.4.21.53		Lon protease
BHOONDMH_00653	CDS	1200	adhA	1.1.1.2		Long-chain primary alcohol dehydrogenase AdhA
BHOONDMH_00654	CDS	408				hypothetical protein
BHOONDMH_00655	CDS	564				hypothetical protein
BHOONDMH_00656	CDS	1506	spoVB_1		COG2244	Stage V sporulation protein B
BHOONDMH_00657	CDS	1608	spoVB_2		COG2244	Stage V sporulation protein B
BHOONDMH_00658	CDS	954	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
BHOONDMH_00659	CDS	786				hypothetical protein
BHOONDMH_00660	CDS	153				hypothetical protein
BHOONDMH_00661	CDS	174				hypothetical protein
BHOONDMH_00662	CDS	1179	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
BHOONDMH_00663	CDS	2244	ftsA_2			Cell division protein FtsA
BHOONDMH_00664	CDS	303				hypothetical protein
BHOONDMH_00665	CDS	399	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
BHOONDMH_00666	CDS	273				hypothetical protein
BHOONDMH_00667	CDS	753				hypothetical protein
BHOONDMH_00668	CDS	231				hypothetical protein
BHOONDMH_00669	CDS	756				hypothetical protein
BHOONDMH_00670	CDS	174				hypothetical protein
BHOONDMH_00671	CDS	225	uviB			Bacteriocin UviB
BHOONDMH_00672	CDS	195				hypothetical protein
BHOONDMH_00673	CDS	156				hypothetical protein
BHOONDMH_00674	CDS	747	xerC_1			Tyrosine recombinase XerC
BHOONDMH_00675	CDS	2013	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
BHOONDMH_00676	CDS	549				hypothetical protein
BHOONDMH_00677	CDS	660	yecS_1		COG0765	L-cystine transport system permease protein YecS
BHOONDMH_00678	CDS	810	fliY_1		COG0834	L-cystine-binding protein FliY
BHOONDMH_00679	CDS	1482	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
BHOONDMH_00680	CDS	1521				hypothetical protein
BHOONDMH_00681	CDS	225				hypothetical protein
BHOONDMH_00682	CDS	1164	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
BHOONDMH_00683	CDS	348				hypothetical protein
BHOONDMH_00684	CDS	624	nudL	3.6.1.-		putative Nudix hydrolase NudL
BHOONDMH_00685	CDS	1275	dacF_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
BHOONDMH_00686	CDS	219				hypothetical protein
BHOONDMH_00687	CDS	738	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
BHOONDMH_00688	CDS	666	yxeN_1			putative amino-acid permease protein YxeN
BHOONDMH_00689	CDS	819	yxeM_1		COG0834	putative amino-acid-binding protein YxeM
BHOONDMH_00690	CDS	1179	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
BHOONDMH_00691	CDS	1035				hypothetical protein
BHOONDMH_00692	CDS	723				hypothetical protein
BHOONDMH_00693	CDS	1809	yxdM_1			ABC transporter permease protein YxdM
BHOONDMH_00694	CDS	756	yxdL_3		COG1136	ABC transporter ATP-binding protein YxdL
